District,District Name,School,School Name,Subgroup,Valid Tests,Participation Rate,Average English Score,Average Math Score,Average Reading Score,Average Science Score,Average Composite Score,Number Scoring 21 or Higher,Percent Scoring 21 or Higher,Number Scoring Below 19,Percent Scoring Below 19
850,Trousdale County,10,Trousdale Co High School,Students with Disabilities,9,*,*,*,*,*,*,*,*,*,*
860,Unicoi County,35,Unicoi Co High School,All Students,174,97,18,18.1,19.7,18.9,18.8,61,35.1,94,54
860,Unicoi County,35,Unicoi Co High School,Black/Hispanic/Native American,27,96,15.3,16.6,15.9,17.6,16.5,4,14.8,21,77.8
860,Unicoi County,35,Unicoi Co High School,Economically Disadvantaged,79,96,15.4,17,17,16.9,16.8,16,20.3,56,70.9
860,Unicoi County,35,Unicoi Co High School,English Learners,6,*,*,*,*,*,*,*,*,*,*
860,Unicoi County,35,Unicoi Co High School,Students with Disabilities,28,100,12.1,15.1,14.6,15.1,14.4,**,**,**,**
870,Union County,55,Union County High School,All Students,183,99,15.9,16.6,17.7,17.3,17,37,20.2,128,69.9
870,Union County,55,Union County High School,Black/Hispanic/Native American,5,*,*,*,*,*,*,*,*,*,*
870,Union County,55,Union County High School,Economically Disadvantaged,85,99,14.8,16,16.6,16.2,16.1,11,12.9,66,77.6
870,Union County,55,Union County High School,Students with Disabilities,12,100,12.8,15.4,13.8,14.9,14.4,**,**,**,**
880,Van Buren County,35,Van Buren Co High School,All Students,52,95,16.1,17.9,18.1,18.1,17.7,15,28.8,34,65.4
880,Van Buren County,35,Van Buren Co High School,Economically Disadvantaged,26,100,15.1,17,16.5,16.6,16.4,6,23.1,20,76.9
880,Van Buren County,35,Van Buren Co High School,Students with Disabilities,12,100,11.9,14.8,12.5,14,13.5,**,**,**,**
890,Warren County,80,Warren County High School,All Students,441,100,18.6,17.8,19.5,19.3,18.9,152,34.5,233,52.8
890,Warren County,80,Warren County High School,Black/Hispanic/Native American,102,100,15.9,16.3,17.2,17.7,16.9,16,15.7,73,71.6
890,Warren County,80,Warren County High School,Economically Disadvantaged,196,99,16.7,16.6,17.9,17.9,17.4,46,23.5,131,66.8
890,Warren County,80,Warren County High School,English Learners,15,100,13,15.7,14.7,15.9,14.9,**,**,**,**
890,Warren County,80,Warren County High School,Students with Disabilities,57,100,13.5,15.3,15.3,16.7,15.4,3,5.3,50,87.7
900,Washington County,37,Daniel Boone High School,All Students,304,98,18.8,18.5,19.7,19.2,19.2,100,32.9,154,50.7
900,Washington County,37,Daniel Boone High School,Black/Hispanic/Native American,19,100,14.7,16.7,16.2,16.1,16.1,**,**,**,**
900,Washington County,37,Daniel Boone High School,Economically Disadvantaged,105,97,15.9,16.7,17.4,17.1,17,15,14.3,72,68.6
900,Washington County,37,Daniel Boone High School,Students with Disabilities,36,100,12.8,15.1,14.6,15.3,14.6,**,**,**,**
900,Washington County,38,David Crockett High School,All Students,256,98,19.5,18.8,20.6,19.2,19.7,99,38.7,119,46.5
900,Washington County,38,David Crockett High School,Black/Hispanic/Native American,23,100,18.4,18,20,18.1,18.8,8,34.8,13,56.5
900,Washington County,38,David Crockett High School,Economically Disadvantaged,110,97,18.3,17.8,19.1,18,18.4,34,30.9,60,54.5
900,Washington County,38,David Crockett High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
900,Washington County,38,David Crockett High School,Students with Disabilities,39,95,13.7,15.7,15.3,16.2,15.4,2,5.1,36,92.3
900,Washington County,105,University School,All Students,70,96,27.3,24.8,27.9,26.1,26.7,**,**,**,**
900,Washington County,105,University School,Black/Hispanic/Native American,9,*,*,*,*,*,*,*,*,*,*
900,Washington County,105,University School,Economically Disadvantaged,6,*,*,*,*,*,*,*,*,*,*
900,Washington County,105,University School,English Learners,2,*,*,*,*,*,*,*,*,*,*
900,Washington County,105,University School,Students with Disabilities,2,*,*,*,*,*,*,*,*,*,*
900,Washington County,115,Tennessee Virtual Learning Academy,All Students,9,*,*,*,*,*,*,*,*,*,*
900,Washington County,115,Tennessee Virtual Learning Academy,Economically Disadvantaged,4,*,*,*,*,*,*,*,*,*,*
901,Johnson City,45,Science Hill High School,All Students,534,97,22.1,22.1,23.4,22.5,22.7,324,60.7,141,26.4
901,Johnson City,45,Science Hill High School,Black/Hispanic/Native American,124,97,18,18.7,19.2,19.3,19,43,34.7,60,48.4
901,Johnson City,45,Science Hill High School,Economically Disadvantaged,139,95,17.6,18.6,19.4,19.3,18.9,45,32.4,68,48.9
901,Johnson City,45,Science Hill High School,English Learners,10,91,15.6,18.3,17.7,17.5,17.4,3,30,7,70
901,Johnson City,45,Science Hill High School,Students with Disabilities,45,96,12.8,15.5,16,15.9,15.2,**,**,**,**
910,Wayne County,10,Collinwood High School,All Students,61,97,17.1,17.1,18.2,18.5,17.9,15,24.6,37,60.7
910,Wayne County,10,Collinwood High School,Black/Hispanic/Native American,2,*,*,*,*,*,*,*,*,*,*
910,Wayne County,10,Collinwood High School,Economically Disadvantaged,20,95,14.7,16,15.7,18,16.2,3,15,16,80
910,Wayne County,10,Collinwood High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
910,Wayne County,10,Collinwood High School,Students with Disabilities,16,94,12.1,14.3,13.3,15.1,13.9,**,**,**,**
910,Wayne County,25,Frank Hughes School,All Students,16,100,22.9,20.6,22.6,22.2,22.3,8,50,4,25
910,Wayne County,25,Frank Hughes School,Economically Disadvantaged,5,*,*,*,*,*,*,*,*,*,*
910,Wayne County,25,Frank Hughes School,Students with Disabilities,2,*,*,*,*,*,*,*,*,*,*
910,Wayne County,35,Wayne County High School,All Students,67,97,16.3,17.4,17.3,17.7,17.3,14,20.9,44,65.7
910,Wayne County,35,Wayne County High School,Black/Hispanic/Native American,1,*,*,*,*,*,*,*,*,*,*
910,Wayne County,35,Wayne County High School,Economically Disadvantaged,28,97,16.3,16.7,16.8,17,16.8,4,14.3,20,71.4
910,Wayne County,35,Wayne County High School,Students with Disabilities,11,85,14.7,16.1,18.6,16.8,16.7,2,18.2,8,72.7
920,Weakley County,10,Dresden High School,All Students,77,99,20.2,19.6,20.5,19.8,20.2,31,40.3,34,44.2
920,Weakley County,10,Dresden High School,Black/Hispanic/Native American,5,*,*,*,*,*,*,*,*,*,*
920,Weakley County,10,Dresden High School,Economically Disadvantaged,42,100,18.9,18.8,19.4,19.4,19.3,14,33.3,20,47.6
920,Weakley County,10,Dresden High School,Students with Disabilities,11,100,14.1,15.2,15.2,15.6,15.1,**,**,**,**
920,Weakley County,15,Gleason School,All Students,26,100,19.9,19.9,21.5,19.8,20.5,10,38.5,12,46.2
920,Weakley County,15,Gleason School,Black/Hispanic/Native American,2,*,*,*,*,*,*,*,*,*,*
920,Weakley County,15,Gleason School,Economically Disadvantaged,9,*,*,*,*,*,*,*,*,*,*
920,Weakley County,15,Gleason School,English Learners,1,*,*,*,*,*,*,*,*,*,*
920,Weakley County,15,Gleason School,Students with Disabilities,3,*,*,*,*,*,*,*,*,*,*
920,Weakley County,25,Greenfield School,All Students,33,100,19.5,20.5,19.5,20.5,20.1,17,51.5,14,42.4
920,Weakley County,25,Greenfield School,Black/Hispanic/Native American,3,*,*,*,*,*,*,*,*,*,*
920,Weakley County,25,Greenfield School,Economically Disadvantaged,21,100,17,18.8,17.6,19.3,18.3,7,33.3,12,57.1
920,Weakley County,25,Greenfield School,Students with Disabilities,6,*,*,*,*,*,*,*,*,*,*
920,Weakley County,40,Westview High School,All Students,118,98,21.1,19.1,20.7,20.5,20.5,52,44.1,44,37.3
920,Weakley County,40,Westview High School,Black/Hispanic/Native American,23,100,17.7,16.5,18.3,18.4,17.9,4,17.4,13,56.5
920,Weakley County,40,Westview High School,Economically Disadvantaged,40,98,17.3,17,18.1,18.2,17.8,7,17.5,23,57.5
920,Weakley County,40,Westview High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
920,Weakley County,40,Westview High School,Students with Disabilities,12,92,15.2,16,15.5,15.8,15.8,1,8.3,11,91.7
930,White County,40,White County High School,All Students,241,99,18.5,18.5,18.7,19.2,18.9,70,29,125,51.9
930,White County,40,White County High School,Black/Hispanic/Native American,19,100,15.2,15.7,16.3,16.3,16.1,1,5.3,15,78.9
930,White County,40,White County High School,Economically Disadvantaged,111,97,17.3,17.3,17.9,18,17.8,20,18,72,64.9
930,White County,40,White County High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
930,White County,40,White County High School,Students with Disabilities,25,100,14.3,16.3,15.5,16.3,15.8,**,**,**,**
940,Williamson County,12,Brentwood High School,All Students,426,100,27.9,26.6,28.4,26.8,27.6,**,**,**,**
940,Williamson County,12,Brentwood High School,Black/Hispanic/Native American,33,100,25.1,24.8,26.3,23.8,25.1,24,72.7,5,15.2
940,Williamson County,12,Brentwood High School,Economically Disadvantaged,9,*,*,*,*,*,*,*,*,*,*
940,Williamson County,12,Brentwood High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
940,Williamson County,12,Brentwood High School,Students with Disabilities,15,100,20.1,20.1,21.5,21.9,21.1,8,53.3,2,13.3
940,Williamson County,17,Centennial High School,All Students,357,100,23,22.2,24.3,23,23.3,229,64.1,88,24.6
940,Williamson County,17,Centennial High School,Black/Hispanic/Native American,109,100,17.9,18.4,19.3,19.2,18.9,34,31.2,59,54.1
940,Williamson County,17,Centennial High School,Economically Disadvantaged,39,100,16.1,17.4,18.2,17.9,17.5,8,20.5,26,66.7
940,Williamson County,17,Centennial High School,English Learners,12,100,13.8,16.8,13.7,17.3,15.6,1,8.3,11,91.7
940,Williamson County,17,Centennial High School,Students with Disabilities,21,100,16.3,16,18,17.4,17,3,14.3,13,61.9
940,Williamson County,35,Fairview High School,All Students,152,99,22.6,22.3,24.6,22.9,23.2,112,73.7,27,17.8
940,Williamson County,35,Fairview High School,Black/Hispanic/Native American,17,100,20.8,21.1,23.2,22.2,22,7,41.2,5,29.4
940,Williamson County,35,Fairview High School,Economically Disadvantaged,27,100,19.4,20,22.2,20.9,20.7,13,48.1,12,44.4
940,Williamson County,35,Fairview High School,Students with Disabilities,13,100,16.6,18.3,19.7,18.5,18.3,4,30.8,8,61.5
940,Williamson County,40,Franklin High School,All Students,386,100,26.8,25.9,27.3,25.8,26.6,339,87.8,25,6.5
940,Williamson County,40,Franklin High School,Black/Hispanic/Native American,39,100,22.4,23.5,24.8,23.5,23.6,24,61.5,10,25.6
940,Williamson County,40,Franklin High School,Economically Disadvantaged,18,100,22.4,22,25.7,22.5,23.4,12,66.7,5,27.8
940,Williamson County,40,Franklin High School,English Learners,6,*,*,*,*,*,*,*,*,*,*
940,Williamson County,40,Franklin High School,Students with Disabilities,14,100,20,20.5,21.2,21.4,21,7,50,7,50
940,Williamson County,42,Fred J Page High School,All Students,277,99,25.4,24.2,26.6,24.6,25.4,220,79.4,33,11.9
940,Williamson County,42,Fred J Page High School,Black/Hispanic/Native American,27,100,22.7,21.9,25.1,22,23,17,63,8,29.6
940,Williamson County,42,Fred J Page High School,Economically Disadvantaged,9,*,*,*,*,*,*,*,*,*,*
940,Williamson County,42,Fred J Page High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
940,Williamson County,42,Fred J Page High School,Students with Disabilities,18,100,18.3,18.1,21.1,19.9,19.6,5,27.8,9,50
940,Williamson County,52,Independence High School,All Students,425,100,24.8,23.2,25.8,24.2,24.7,312,73.4,63,14.8
940,Williamson County,52,Independence High School,Black/Hispanic/Native American,64,100,21.3,21,22.1,22,21.8,32,50,18,28.1
940,Williamson County,52,Independence High School,Economically Disadvantaged,12,100,20.6,20.4,23.8,22.5,22,6,50,3,25
940,Williamson County,52,Independence High School,English Learners,4,*,*,*,*,*,*,*,*,*,*
940,Williamson County,52,Independence High School,Students with Disabilities,32,100,17.2,18,19.8,18.6,18.6,9,28.1,18,56.3
940,Williamson County,63,Renaissance High School,All Students,41,100,26.5,23.1,26.5,24.5,25.3,35,85.4,4,9.8
940,Williamson County,63,Renaissance High School,Black/Hispanic/Native American,7,*,*,*,*,*,*,*,*,*,*
940,Williamson County,63,Renaissance High School,Economically Disadvantaged,7,*,*,*,*,*,*,*,*,*,*
940,Williamson County,63,Renaissance High School,Students with Disabilities,9,*,*,*,*,*,*,*,*,*,*
940,Williamson County,66,Nolensville High School,All Students,238,100,25,23.9,25.9,24.5,25,190,79.8,19,8
940,Williamson County,66,Nolensville High School,Black/Hispanic/Native American,30,100,22.1,21.3,23.1,21.6,22.2,20,66.7,6,20
940,Williamson County,66,Nolensville High School,Economically Disadvantaged,12,100,17.8,17.8,20.1,19.4,18.9,3,25,5,41.7
940,Williamson County,66,Nolensville High School,English Learners,5,*,*,*,*,*,*,*,*,*,*
940,Williamson County,66,Nolensville High School,Students with Disabilities,23,100,18.6,17.4,21,19,19.1,7,30.4,9,39.1
940,Williamson County,74,Ravenwood High School,All Students,352,100,28.2,26.5,27.9,26.3,27.4,319,90.6,19,5.4
940,Williamson County,74,Ravenwood High School,Black/Hispanic/Native American,43,98,25.3,23.4,25.7,23.9,24.7,36,83.7,5,11.6
940,Williamson County,74,Ravenwood High School,Economically Disadvantaged,11,100,20.2,20.5,23.8,22.1,21.9,6,54.5,5,45.5
940,Williamson County,74,Ravenwood High School,English Learners,5,*,*,*,*,*,*,*,*,*,*
940,Williamson County,74,Ravenwood High School,Students with Disabilities,17,100,17.9,18.2,19.3,18.8,18.6,6,35.3,9,52.9
940,Williamson County,79,Summit High School,All Students,337,100,22.6,21.7,23.7,22.9,22.9,208,61.7,81,24
940,Williamson County,79,Summit High School,Black/Hispanic/Native American,54,98,18.7,19.2,20.6,20.5,19.9,22,40.7,24,44.4
940,Williamson County,79,Summit High School,Economically Disadvantaged,26,96,19.9,20,22.3,20,20.6,12,46.2,12,46.2
940,Williamson County,79,Summit High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
940,Williamson County,79,Summit High School,Students with Disabilities,45,100,16.6,16.3,17.6,17.7,17.1,5,11.1,33,73.3
950,Wilson County,25,Lebanon High School,All Students,426,98,20.4,19.2,20.8,20,20.3,186,43.7,184,43.2
950,Wilson County,25,Lebanon High School,Black/Hispanic/Native American,113,97,17,17,17.7,17.5,17.4,23,20.4,79,69.9
950,Wilson County,25,Lebanon High School,Economically Disadvantaged,136,98,17.2,17,17.6,17.6,17.5,31,22.8,91,66.9
950,Wilson County,25,Lebanon High School,English Learners,25,96,13.8,16,14.6,15,15,**,**,**,**
950,Wilson County,25,Lebanon High School,Students with Disabilities,43,91,14.3,16.1,16,16,15.7,3,7,37,86
950,Wilson County,30,Mt. Juliet High School,All Students,542,98,22.8,21.3,23.4,22.4,22.7,337,62.2,128,23.6
950,Wilson County,30,Mt. Juliet High School,Black/Hispanic/Native American,82,96,20.1,19.3,20.6,20.3,20.3,36,43.9,33,40.2
950,Wilson County,30,Mt. Juliet High School,Economically Disadvantaged,78,96,18.4,18.7,19.9,19.2,19.2,24,30.8,41,52.6
950,Wilson County,30,Mt. Juliet High School,English Learners,7,*,*,*,*,*,*,*,*,*,*
950,Wilson County,30,Mt. Juliet High School,Students with Disabilities,64,97,17.2,16.9,18.8,18,17.9,15,23.4,35,54.7
950,Wilson County,60,Watertown High School,All Students,128,99,21.1,19.4,22.1,20.9,21,66,51.6,45,35.2
950,Wilson County,60,Watertown High School,Black/Hispanic/Native American,10,100,19.4,17.9,20.3,18.5,19.2,3,30,7,70
950,Wilson County,60,Watertown High School,Economically Disadvantaged,35,100,18.2,17.9,20,18.9,18.9,10,28.6,18,51.4
950,Wilson County,60,Watertown High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
950,Wilson County,60,Watertown High School,Students with Disabilities,13,100,16,17.7,17.5,17.5,17.4,2,15.4,8,61.5
950,Wilson County,73,Wilson Central High School,All Students,431,98,21.4,20.3,22.2,21.3,21.4,233,54.1,133,30.9
950,Wilson County,73,Wilson Central High School,Black/Hispanic/Native American,63,93,18.8,18.1,19.7,19.8,19.2,20,31.7,29,46
950,Wilson County,73,Wilson Central High School,Economically Disadvantaged,76,93,17.9,18,19.2,18.8,18.6,24,31.6,42,55.3
950,Wilson County,73,Wilson Central High School,English Learners,18,100,17.7,19.3,18.4,18.4,18.6,6,33.3,11,61.1
950,Wilson County,73,Wilson Central High School,Students with Disabilities,52,96,14.2,16.1,16,16.1,15.7,**,**,**,**
950,Wilson County,87,Barry Tatum Academy,All Students,14,93,20.2,18.3,23.4,21.9,21.1,7,50,4,28.6
950,Wilson County,87,Barry Tatum Academy,Black/Hispanic/Native American,3,*,*,*,*,*,*,*,*,*,*
950,Wilson County,87,Barry Tatum Academy,Economically Disadvantaged,4,*,*,*,*,*,*,*,*,*,*
950,Wilson County,87,Barry Tatum Academy,Students with Disabilities,2,*,*,*,*,*,*,*,*,*,*
961,Alvin C York Institute,5,Alvin C. York Institute,All Students,130,99,18.9,19.1,20.3,19.8,19.8,57,43.8,55,42.3
961,Alvin C York Institute,5,Alvin C. York Institute,Black/Hispanic/Native American,2,*,*,*,*,*,*,*,*,*,*
961,Alvin C York Institute,5,Alvin C. York Institute,Economically Disadvantaged,52,100,17.5,17.9,18.6,18.1,18.3,19,36.5,28,53.8
961,Alvin C York Institute,5,Alvin C. York Institute,English Learners,1,*,*,*,*,*,*,*,*,*,*
961,Alvin C York Institute,5,Alvin C. York Institute,Students with Disabilities,15,100,12.7,15.7,14.7,14.9,14.7,1,6.7,14,93.3
963,Tennessee School for Blind,5,Tenn School For Blind,All Students,3,*,*,*,*,*,*,*,*,*,*
963,Tennessee School for Blind,5,Tenn School For Blind,Students with Disabilities,3,*,*,*,*,*,*,*,*,*,*
964,Tennessee School for the Deaf,10,Tennessee School for the Deaf Upper School,All Students,3,*,*,*,*,*,*,*,*,*,*
964,Tennessee School for the Deaf,10,Tennessee School for the Deaf Upper School,Students with Disabilities,3,*,*,*,*,*,*,*,*,*,*
970,Department of Children's Services,45,Wilder Youth Development Center,All Students,6,*,*,*,*,*,*,*,*,*,*
970,Department of Children's Services,45,Wilder Youth Development Center,Black/Hispanic/Native American,6,*,*,*,*,*,*,*,*,*,*
970,Department of Children's Services,45,Wilder Youth Development Center,Economically Disadvantaged,6,*,*,*,*,*,*,*,*,*,*
970,Department of Children's Services,45,Wilder Youth Development Center,Students with Disabilities,2,*,*,*,*,*,*,*,*,*,*
970,Department of Children's Services,140,DCS Affiliated Schools,All Students,24,38,14,15.3,14.5,14.2,14.6,**,**,**,**
970,Department of Children's Services,140,DCS Affiliated Schools,Black/Hispanic/Native American,5,*,*,*,*,*,*,*,*,*,*
970,Department of Children's Services,140,DCS Affiliated Schools,Economically Disadvantaged,24,39,14,15.3,14.5,14.2,14.6,**,**,**,**
970,Department of Children's Services,140,DCS Affiliated Schools,English Learners,0,*,*,*,*,*,*,*,*,*,*
970,Department of Children's Services,140,DCS Affiliated Schools,Students with Disabilities,6,*,*,*,*,*,*,*,*,*,*
985,Achievement School District,45,Pathways in Education - TN,All Students,4,*,*,*,*,*,*,*,*,*,*
985,Achievement School District,45,Pathways in Education - TN,Black/Hispanic/Native American,4,*,*,*,*,*,*,*,*,*,*
985,Achievement School District,45,Pathways in Education - TN,Economically Disadvantaged,2,*,*,*,*,*,*,*,*,*,*
985,Achievement School District,50,Pathways in Education - Whitehaven,All Students,1,*,*,*,*,*,*,*,*,*,*
985,Achievement School District,50,Pathways in Education - Whitehaven,Black/Hispanic/Native American,1,*,*,*,*,*,*,*,*,*,*
985,Achievement School District,50,Pathways in Education - Whitehaven,Economically Disadvantaged,1,*,*,*,*,*,*,*,*,*,*
985,Achievement School District,50,Pathways in Education - Whitehaven,Students with Disabilities,1,*,*,*,*,*,*,*,*,*,*
985,Achievement School District,8055,Fairley High School,All Students,101,83,13.1,15,14.4,14.9,14.5,**,**,**,**
985,Achievement School District,8055,Fairley High School,Black/Hispanic/Native American,101,83,13.1,15,14.4,14.9,14.5,**,**,**,**
985,Achievement School District,8055,Fairley High School,Economically Disadvantaged,86,86,13.3,15.2,14.6,15.1,14.7,**,**,**,**
985,Achievement School District,8055,Fairley High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
985,Achievement School District,8055,Fairley High School,Students with Disabilities,18,69,11.6,14.1,12.4,13,12.9,**,**,**,**
985,Achievement School District,8065,Martin Luther King Preparatory High School,All Students,83,79,12.7,15,14.5,14.9,14.3,**,**,**,**
